error, Description
2002094, Dynamic: "{0}" uses an unsupported foreign key delete or update action on its columns. Reverting to a logical foreign key.
2002095, Dynamic: "{0}" declares an inverse self-join on table "{1}", but this mapping does not allow inverse joins. If you did not intend to make this an inverse join, take the table name out of the column names for this mapping.
2002096, Dynamic: When mapping "{0}", found join with a target-field in class "{1}". This class does not match the expected source or target mappings for the join ("{2}", "{3}").
2002097, Dynamic: Attempt to map "{0}" failed: the owning entity is not mapped.
2002098, Dynamic: "{0}" declares invalid constant value target "{1}" for join column with name "{2}".
2002099, Dynamic: "{0}" defines target field "{1}" for join column "{2}", but that field is either unmapped or has multiple columns.
2002100, Dynamic: OpenJPA cannot map field "{0}" efficiently. It is of an unsupported type. The field value will be serialized to a BLOB by default.
2002101, Dynamic: "{0}" uses an unsupported foreign key delete or update action on its join columns. Reverting to a logical foreign key.
2002102, Dynamic: Could not instantiate library to import or export mapping information.
2002103, Dynamic: "{0}" marks its columns as having a unique constraint, but your database does not support unique constraints. Include "SupportsUniqueConstraints=true" in the org.apache.openjpa.jdbc.DBDictionary configuration property to override this default.
2002104, Dynamic: Writing generated metadata.
2002105, Dynamic: "{0}" has columns with targets, but OpenJPA does not support any joins on this mapping in this context.
2002106, Dynamic: "{0}" uses columns from multiple different tables: "{1}", "{2}"
2002107, Dynamic: "{0}" declares a column that is not compatible with the expected type "{1}". Column details: {2}
2002108, Dynamic: "{0}" marks its join columns as explicitly not indexed, but an index exists.
2002109, Dynamic: The system has detected an incomplete join on column "{0}". When you specify a join between tables, you must join to all the columns of any fields involved.
2002110, Dynamic: No order column name was given for "{0}".
2002111, Dynamic: "{0}" declares an order column "{1}" whose jdbc-type is not compatible with the expected type "{2}".
2002112, Dynamic: "{0}" declares a join column in table "{1}", but all join columns must be in table "{2}".
2002113, Dynamic: Field "{0}" declares both a synthetic ordering column and order-by values. You cannot use both.
2002114, Dynamic: "{0}" declares order column "{1}", but this column does not exist in table "{2}".
2002115, Dynamic: Missing table name for field "{0}". This field cannot reside in the owning class table.
2002116, Dynamic: No overridden type mapping for column of type name "{0}".
2002117, Dynamic: No column name was given for "{0}".
2002118, Dynamic: No customized name found for class "{0}" of table "{1}".
2002119, Dynamic: Type "{0}" marks its superclass join columns as having a deferred foreign key, but the database dictionary "{1}" reports that it does not support deferred constraints. Creating an undeferred constraint.
2002120, Dynamic: "{0}" marks its columns as explicitly not unique, but a unique constraint exists.
2002121, Dynamic: "{0}" declares a column "{1}" whose jdbc-type is not compatible with the expected type "{2}".
2002122, Dynamic: "{0}" declares column "{1}", but this column does not exist in table "{2}".
2002123, Dynamic: "{0}" does not supply a name for at least one declared column.
2002124, Dynamic: "{0}" declares a null-indicator column column that is not compatible with the expected type "{1}". Column details: {2}
2002125, Dynamic: The tool is now reading existing schema information; this process may take some time. Enable the org.apache.openjpa.jdbc.Schema logging category to see messages about schema data. Also see the -readSchema tool flag.
2002126, Dynamic: Could not instantiate custom discriminator strategy "{1}" for type "{0}". Make sure this is a valid DiscriminatorStrategy implementation.
2002127, Dynamic: "{0}" has an invalid mapping strategy in this context. Expected "{1}" but found "{2}".
2002128, Dynamic: "{0}" marks its columns as explicitly not indexed, but an index exists.
2002129, Dynamic: No customized name found for field "{0}" in type "{1}".
2002130, Dynamic: "{0}" is marked as indexed, but OpenJPA does not support an index on this mapping in this context.
2002131, Dynamic: "{0}" marks its join columns as having a unique constraint, but your database does not support unique constraints. Include "SupportsUniqueConstraints=true" in the org.apache.openjpa.jdbc.DBDictionary configuration property to override this default.
2002132, Dynamic: Type "{0}" marks its superclass join columns as having a deferred foreign key, but the existing constraint on these columns is not deferred. OpenJPA cannot change the deferrability of a constraint.
2002133, Dynamic: "{0}" uses join columns from multiple different tables: "{1}", "{2}"
2002134, Dynamic: Reverse-mapped type "{0}" is configured to use application identity, but has no primary key fields.
2002135, Dynamic: Column "{0}" cannot be involved in polymorphic table-per-class relationships because its corresponding field is mapped differently in various classes in the hierarchy.
2002136, Dynamic: "{0}" defines target field of "{1}" for join column "{2}", but that field does not exist in type "{3}".
2002137, Dynamic: "{0}" declares a target for column "{1}" in table "{3}", but all targets must be in table "{2}".
2002138, Dynamic: No datastore identity column name was given for "{0}".
2002139, Dynamic: "{0}" declares a unique constraint, but has no columns.
2002140, Dynamic: Collection field "{0}" declares that it is mapped by "{1}", but this is not a valid inverse relation.
2002141, Dynamic: "{0}" defines target field "{1}" for column "{2}", but OpenJPA cannot deterimine the owning class for that field.
2002142, Dynamic: Initializing mapping for "{0}".
2002143, Dynamic: You have supplied columns for "{0}", but this mapping cannot have columns in this context.
2002144, Dynamic: "{0}" declares invalid constant value target "{1}" for column with name "{2}".
2002145, Dynamic: "{0}" declares a join foreign key, but has no join columns.
2002146, Dynamic: Type "{0}" defines target field "{1}" for superclass join column "{2}", but that field is either unmapped or has multiple columns.
2002147, Dynamic: Customized name found for class "{0}": will rename as "{1}".
2002148, Dynamic: Column "{0}" is type CHAR(1), but OpenJPA cannot reverse map it into a Java char because OpenJPA is currently configured to store Java chars into numeric database columns. To configure OpenJPA to store Java chars into CHAR(1) columns, set the following property: org.apache.openjpa.jdbc.DBDictionary: StoreCharsAsNumbers=false
2002149, Dynamic: "{0}" declares an inverse self-join on table "{1}", but this mapping does not allow inverse joins. If you did not intend to make this an inverse join, take the table name out of the column names for this mapping.
2002150, Dynamic: "{0}" does not supply a target for column "{1}". Since this mapping can involve multiple columns and the a target column with the same name doesn''t exist, you must give a target explicitly.
2002151, Dynamic: Could not create a backup file for "{0}".
2002152, Dynamic: No table was given for persistent type "{0}".
2002153, Dynamic: Result path "{2}" in result type "{1}" of mapping "{0}" contains invalid fields.
2002154, Dynamic: "{0}" does not supply a target for join column "{1}". Since this join can involve multiple columns and the a target column with the same name doesn''t exist, you must give a target explicitly.
2002155, Dynamic: The following customizer properties were not used in the reverse mapping process: {0}.
2002156, Dynamic: "{0}" declares a target for join column "{1}" in table "{3}", but all join targets must be in table "{2}".
2002157, Dynamic: Customized name found for field "{0}" in type "{1}": will rename as "{1}".
